CodigoMunicipio,MunicipioResidencia,Total_casos_dengue,POP_TOT,PIB_PER_CAPITA,IDH-M,GINI,IN055_AE,IN056_AE,IN024_AE,IN015_AE,IN022_AE,IN049_AE,IN016_AE,IN015_RS,Índice de pavimentação das vias públicas,CS001,Msau28,Mgrd06,Mgrd08,Mgrd11,IndiceSurto,Surto
350010,ADAMANTINA,185,34687,38997.12,0.79,0.515,100.0,99.89,100.0,100.0,188.1,23.85,100.0,97.43,98.46,SIM,Sim,Sim,Sim,Não,533.3410211318361,True
350020,ADOLFO,185,4351,32578.28,0.73,0.411,76.14,76.05,100.0,100.0,204.1,9.72,100.0,89.63,97.32,SIM,Sim,Não,Não,Não,4251.89611583544,True
350030,AGUAI,598,32072,35551.7,0.715,0.48,99.41,97.58,99.36,83.86,127.3,66.99,50.47,88.77,99.08,NAO,Sim,Não,Não,Sim,1864.554751808431,True
350040,AGUAS DA PRATA,265,7369,25297.02,0.781,0.531,100.0,98.01,100.0,95.16,201.7,35.38,99.74,96.01,87.2,SIM,Não,Não,Não,Não,3596.146017098657,True
350050,AGUAS DE LINDOIA,1362,17930,30971.23,0.745,0.461,100.0,99.39,100.0,86.91,216.6,40.03,87.34,98.57,99.16,SIM,Sim,Sim,Sim,Sim,7596.207473508088,True
350055,AGUAS DE SANTA BARBARA,692,7177,35378.64,0.757,0.495,72.2,50.01,74.11,73.33,221.3,37.34,100.0,99.18,81.63,NAO,Sim,Não,Não,Sim,9641.911662254424,True
350060,AGUAS DE SAO PEDRO,160,2780,41208.23,0.854,0.544,100.0,100.0,92.5,95.93,473.9,18.95,100.0,100.0,96.97,SIM,Sim,Não,Não,Não,5755.395683453237,True
350070,AGUDOS,714,37680,70209.74,0.745,0.431,92.59,91.71,100.0,100.0,178.5,33.91,100.0,99.59,92.18,SIM,Sim,Sim,Sim,Não,1894.904458598726,True
350075,ALAMBARI,132,6141,20765.46,0.712,0.445,72.33,44.73,65.53,65.25,173.4,27.06,100.0,99.1,71.96,NAO,Sim,Não,Não,Não,2149.4870542256963,True
350080,ALFREDO MARCONDES,40,4445,28649.11,0.741,0.364,82.99,75.12,100.0,100.0,194.7,17.7,100.0,88.39,82.91,SIM,Sim,Não,Não,Não,899.8875140607425,True
350090,ALTAIR,119,3451,26662.17,0.687,0.424,82.61,81.43,100.0,96.86,166.4,10.95,100.0,,93.75,NAO,Sim,Não,Sim,Sim,3448.2758620689656,True
350100,ALTINOPOLIS,592,16818,51377.61,0.73,0.447,87.51,87.51,100.0,85.73,219.0,42.7,100.0,89.19,96.9,SIM,Sim,Não,Não,Não,3520.038054465454,True
350110,ALTO ALEGRE,15,3841,27853.08,0.7,0.364,76.0,74.85,100.0,99.99,175.2,12.85,100.0,100.0,97.26,SIM,Sim,Não,Não,Não,390.5233012236397,True
350115,ALUMINIO,1061,17301,210670.96,0.766,0.429,74.89,56.73,72.87,61.01,163.4,43.87,100.0,99.24,99.4,SIM,Não,Não,Não,Sim,6132.593491705682,True
350120,ALVARES FLORENCE,398,3915,34389.1,0.728,0.417,67.36,67.36,96.62,68.42,197.2,7.59,100.0,67.36,97.95,NAO,Sim,Não,Não,Não,10166.02809706258,True
350130,ALVARES MACHADO,56,27255,28306.72,0.758,0.466,85.76,83.43,100.0,100.0,177.8,20.42,100.0,100.0,80.14,SIM,Sim,Não,Não,Não,205.46688680975967,False
350140,ALVARO DE CARVALHO,48,4808,11012.49,0.688,0.387,71.13,92.01,100.0,99.99,129.4,11.94,100.0,83.19,98.13,SIM,Não,Não,Não,Não,998.3361064891848,True
350150,ALVINLANDIA,403,2885,17965.24,0.722,0.533,95.81,94.35,100.0,100.0,139.8,26.02,100.0,100.0,99.15,SIM,Sim,Não,Não,Não,13968.804159445408,True
350160,AMERICANA,4901,237240,62271.47,0.811,0.469,100.0,100.0,100.0,100.0,178.9,53.31,81.9,99.53,98.35,SIM,Não,Sim,Sim,Não,2065.840499072669,True
350170,AMERICO BRASILIENSE,615,33019,29617.13,0.751,0.397,100.0,100.0,99.52,100.0,243.1,10.0,0.0,96.17,98.8,NAO,Sim,Não,Não,Não,1862.5639783155157,True
350180,AMERICO DE CAMPOS,262,5870,21158.4,0.745,0.437,87.53,87.53,99.92,70.99,296.0,7.5,100.0,85.18,99.64,SIM,Sim,Não,Não,Não,4463.373083475298,True
350190,AMPARO,2399,68008,70437.56,0.785,0.498,78.7,74.76,94.99,88.58,187.8,40.45,54.75,100.0,89.02,SIM,Sim,Não,Não,Não,3527.5261733913653,True
350200,ANALANDIA,844,4589,40726.1,0.754,0.533,79.17,79.17,98.84,100.0,32.2,50.55,100.0,79.17,86.66,NAO,Não,Não,Não,Não,18391.806493789496,True
350210,ANDRADINA,105,59783,49703.65,0.779,0.52,92.84,91.9,100.0,34.81,178.7,28.41,100.0,94.52,67.37,SIM,Sim,Não,Não,Não,175.63521402405365,False
350220,ANGATUBA,786,24022,57306.48,0.719,0.45,76.19,59.32,94.79,78.54,146.1,25.63,100.0,99.61,88.75,SIM,Sim,Não,Não,Não,3272.000666056115,True
350230,ANHEMBI,196,5674,24534.54,0.721,0.424,65.42,61.3,96.21,100.0,174.5,26.93,100.0,99.74,96.67,NAO,Sim,Não,Não,Não,3454.353189989425,True
350240,ANHUMAS,21,4023,25316.58,0.741,0.423,84.29,82.23,100.0,97.62,163.3,10.78,100.0,84.86,97.9,SIM,Sim,Não,Não,Não,521.9985085756898,True
350250,APARECIDA,924,32569,28750.03,0.755,0.486,99.63,86.68,87.0,58.19,204.1,48.86,0.0,100.0,94.25,NAO,Sim,Sim,Sim,Não,2837.053639964384,True
350260,APARECIDA D'OESTE,156,4086,36763.62,0.721,0.472,83.16,80.13,100.0,96.94,192.3,13.02,100.0,80.79,98.84,NAO,Sim,Não,Não,Não,3817.91483113069,True
350270,APIAI,280,24585,37278.88,0.71,0.556,66.5,49.27,77.57,71.51,147.2,18.93,100.0,98.54,59.68,SIM,Sim,Não,Não,Não,1138.905836892414,True
350275,ARACARIGUAMA,594,21522,206250.44,0.704,0.47,71.52,49.5,41.59,61.12,179.1,36.06,100.0,100.0,87.06,NAO,Não,Sim,Sim,Sim,2759.9665458600502,True
350280,ARACATUBA,2635,200124,45268.6,0.788,0.54,98.07,96.7,98.56,99.57,213.5,29.29,100.0,95.0,88.08,SIM,Sim,Sim,Sim,Sim,1316.6836561331972,True
350290,ARACOIABA DA SERRA,1185,32443,34075.1,0.776,0.533,100.0,43.03,48.45,27.65,184.3,21.8,100.0,100.0,47.84,SIM,Não,Não,Não,Não,3652.559874240977,True
350300,ARAMINA,20,5420,26415.31,0.74,0.43,99.98,99.98,100.0,81.22,581.2,40.08,100.0,93.47,95.97,NAO,Não,Não,Não,Não,369.0036900369004,True
350310,ARANDU,603,6885,30569.27,0.685,0.392,57.17,56.86,99.25,99.99,183.7,33.96,100.0,94.71,93.39,NAO,Sim,Não,Não,Não,8758.169934640522,True
350315,ARAPEI,133,2330,18584.03,0.68,0.398,78.07,63.56,100.0,82.41,141.4,24.95,100.0,100.0,90.02,NAO,Sim,Sim,Sim,Sim,5708.154506437768,True
350320,ARARAQUARA,2059,242228,49692.93,0.815,0.504,96.98,97.27,99.71,100.0,229.1,37.14,100.0,98.99,98.69,SIM,Sim,Sim,Não,Sim,850.0255957197351,True
350330,ARARAS,1910,130866,50772.4,0.781,0.482,98.23,98.23,97.3,100.0,210.2,46.52,100.0,100.0,99.24,SIM,Sim,Sim,Sim,Sim,1459.5081992266898,True
350335,ARCO-IRIS,30,2044,35382.28,0.722,0.408,50.05,49.61,100.0,100.0,199.8,5.84,100.0,57.0,99.73,NAO,Não,Não,Não,Sim,1467.7103718199608,True
350340,AREALVA,382,8130,26206.9,0.744,0.451,64.48,58.23,83.38,93.42,225.0,24.05,100.0,99.37,94.26,NAO,Sim,Não,Não,Não,4698.646986469865,True
350350,AREIAS,197,3577,14877.99,0.697,0.46,61.5,61.5,99.27,25.78,513.7,19.21,0.0,65.7,96.42,NAO,Sim,Não,Não,Não,5507.408442829186,True
350360,AREIOPOLIS,707,10130,14577.19,0.695,0.366,92.94,92.57,100.0,98.81,143.9,25.06,100.0,86.01,98.41,SIM,Sim,Não,Não,Não,6979.269496544916,True
350370,ARIRANHA,1166,7602,115410.74,0.733,0.403,95.37,95.37,,93.93,168.2,23.28,100.0,99.91,99.8,NAO,Sim,Não,Não,Não,15338.068929229152,True
350380,ARTUR NOGUEIRA,1693,51456,30610.29,0.749,0.471,100.0,89.86,97.96,68.69,151.5,30.11,100.0,95.0,90.52,NAO,Sim,Sim,Não,Não,3290.189676616916,True
350390,ARUJA,2093,86678,89703.63,0.784,0.577,97.36,74.47,77.59,51.96,162.4,24.59,100.0,96.0,95.35,SIM,Sim,Não,Não,Não,2414.684233600221,True
350395,ASPASIA,126,1842,21788.35,0.735,0.465,78.28,78.45,100.0,100.0,162.4,20.62,100.0,70.14,98.83,NAO,Sim,Não,Não,Não,6840.390879478828,True
350400,ASSIS,6721,101409,38598.78,0.805,0.504,99.3,99.13,100.0,95.72,180.3,17.81,100.0,97.08,98.6,SIM,Não,Sim,Não,Sim,6627.616878186354,True
350410,ATIBAIA,13363,158647,57512.36,0.765,0.551,82.06,56.2,81.41,96.17,166.1,49.5,83.7,98.0,68.57,SIM,Sim,Sim,Sim,Sim,8423.102863590235,True
350420,AURIFLAMA,201,13692,23409.76,0.773,0.474,95.06,92.55,100.0,98.31,171.8,20.23,100.0,,96.04,NAO,Sim,Não,Não,Não,1468.0105170902716,True
350430,AVAI,19,4483,68793.46,0.714,0.488,60.65,58.22,91.36,96.45,180.5,15.9,100.0,68.19,90.11,NAO,Sim,Não,Não,Não,423.82333258978366,True
350440,AVANHANDAVA,146,11263,14178.27,0.705,0.442,99.95,99.95,98.55,98.27,170.9,37.41,100.0,84.51,92.55,NAO,Sim,Não,Não,Não,1296.279854390482,True
350450,AVARE,5596,92805,35721.22,0.767,0.48,88.55,85.57,100.0,98.85,162.7,30.16,100.0,98.27,95.46,NAO,Sim,Sim,Sim,Sim,6029.847529766716,True
350460,BADY BASSITT,1606,27260,30636.12,0.746,0.367,92.61,92.61,100.0,51.6,201.0,0.06,100.0,92.61,98.5,NAO,Sim,Não,Não,Não,5891.415994130594,True
350470,BALBINOS,30,3887,10674.14,0.669,0.384,39.95,39.52,99.44,100.0,118.7,19.71,100.0,59.17,98.53,NAO,Não,Não,Não,Não,771.8034473887317,True
350480,BALSAMO,324,9596,30257.55,0.756,0.439,100.0,100.0,100.0,100.0,202.5,22.78,100.0,100.0,98.62,SIM,Sim,Não,Não,Não,3376.4068361817426,True
350490,BANANAL,655,9969,19568.66,0.733,0.515,74.49,72.09,95.16,88.94,147.5,25.47,100.0,77.56,84.92,NAO,Sim,Sim,Sim,Sim,6570.368141237836,True
350500,BARAO DE ANTONINA,76,3531,21264.23,0.711,0.477,60.66,49.45,100.0,96.0,145.2,26.78,100.0,100.0,97.53,NAO,Sim,Não,Não,Não,2152.364769187199,True
350510,BARBOSA,82,5640,14488.16,0.699,0.413,81.97,81.97,100.0,80.67,152.7,11.48,100.0,84.31,95.42,NAO,Sim,Não,Não,Não,1453.900709219858,True
350520,BARIRI,3329,31595,45290.86,0.75,0.431,99.97,99.97,100.0,80.0,192.1,29.42,100.0,94.84,99.44,SIM,Sim,Não,Não,Sim,10536.477290710554,True
350530,BARRA BONITA,971,34346,41955.79,0.788,0.454,100.0,100.0,100.0,72.13,223.2,16.81,20.05,100.0,98.78,SIM,Não,Não,Não,Não,2827.1123274908286,True
350535,BARRA DO CHAPEU,190,5179,23082.16,0.66,0.549,41.75,31.74,93.96,76.9,151.4,26.45,100.0,99.15,83.02,NAO,Sim,Não,Não,Não,3668.661903842441,True
350540,BARRA DO TURVO,98,6876,16542.32,0.641,0.504,35.76,31.94,91.26,94.81,158.5,31.34,100.0,72.72,69.53,SIM,Não,Não,Não,Não,1425.2472367655612,True
350550,BARRETOS,3802,122485,47783.95,0.789,0.489,95.36,95.32,100.0,80.0,205.5,28.31,100.0,94.53,97.67,SIM,Não,Não,Não,Não,3104.053557578479,True
350560,BARRINHA,1295,32092,18630.66,0.725,0.408,98.89,98.89,100.0,80.0,536.2,20.0,0.0,100.0,98.93,NAO,Não,Não,Não,Não,4035.273588433255,True
350570,BARUERI,4602,316473,207460.98,0.786,0.62,100.0,94.93,100.0,65.57,190.8,32.69,61.6,100.0,98.53,SIM,Não,Sim,Sim,Sim,1454.152486942014,True
350580,BASTOS,62,21503,50936.28,0.751,0.418,83.97,83.77,100.0,100.0,171.3,19.0,100.0,83.92,95.41,SIM,Sim,Não,Não,Sim,288.3318606706041,False
350590,BATATAIS,5621,58402,38097.08,0.761,0.5,89.86,89.61,99.72,80.83,402.9,11.76,99.9,89.86,98.94,NAO,Sim,Sim,Não,Não,9624.670388000412,True
350600,BAURU,15797,379146,43806.93,0.801,0.56,100.0,100.0,100.0,74.03,208.0,40.58,5.0,100.0,82.68,SIM,Sim,Sim,Sim,Sim,4166.46885368697,True
350610,BEBEDOURO,6795,76373,52575.43,0.78,0.508,100.0,100.0,100.0,80.0,208.6,31.07,45.0,94.46,99.37,NAO,Sim,Sim,Sim,Sim,8897.123328925143,True
350620,BENTO DE ABREU,116,2606,69504.55,0.744,0.385,96.66,96.05,100.0,100.0,157.8,18.26,100.0,95.24,98.73,NAO,Sim,Não,Não,Não,4451.266308518802,True
350630,BERNARDINO DE CAMPOS,1000,11607,33842.25,0.734,0.456,86.62,86.02,100.0,100.0,154.5,18.61,100.0,100.0,94.04,NAO,Não,Não,Não,Sim,8615.490652192642,True
350635,BERTIOGA,2208,64188,31255.51,0.73,0.492,82.52,63.33,60.08,68.81,245.2,32.75,100.0,98.93,17.97,SIM,Sim,Sim,Sim,Sim,3439.8953075341187,True
350640,BILAC,253,7319,35693.15,0.768,0.431,91.84,91.84,98.01,100.0,161.8,25.86,0.0,91.84,94.66,SIM,Sim,Não,Não,Não,3456.7563874846287,True
350650,BIRIGUI,4090,118979,31305.12,0.78,0.429,100.0,90.14,100.0,80.0,229.3,47.96,100.0,35.3,90.69,NAO,Sim,Sim,Sim,Sim,3437.5814219316017,True
350660,BIRITIBA-MIRIM,2005,29683,29190.32,0.712,0.538,53.84,49.04,57.4,69.04,137.3,29.63,99.79,96.18,63.68,SIM,Sim,Sim,Sim,Sim,6754.708082067176,True
350670,BOA ESPERANCA DO SUL,229,12978,25197.09,0.681,0.444,77.05,77.05,,85.71,95.9,63.16,66.67,98.03,99.54,NAO,Sim,Não,Não,Não,1764.5245800585606,True
350680,BOCAINA,181,11259,22429.71,0.742,0.434,95.51,92.43,100.0,99.86,174.8,31.33,100.0,98.28,97.12,NAO,Sim,Não,Não,Não,1607.6028066435742,True
350690,BOFETE,397,10460,17546.39,0.705,0.473,49.5,44.12,83.17,93.65,181.9,15.64,100.0,95.06,86.75,NAO,Não,Sim,Sim,Sim,3795.411089866157,True
350700,BOITUVA,4935,61081,53597.04,0.78,0.494,84.38,73.41,88.42,86.85,180.7,14.19,100.0,100.0,92.6,SIM,Sim,Sim,Sim,Sim,8079.435503675447,True
350710,BOM JESUS DOS PERDOES,827,22006,55196.42,0.713,0.491,98.6,97.13,89.42,80.0,134.9,39.76,12.84,100.0,84.52,NAO,Não,Sim,Sim,Não,3758.065982004908,True
350715,BOM SUCESSO DE ITARARE,10,3555,15912.41,0.66,0.446,63.35,60.28,92.86,99.95,121.1,34.07,100.0,99.97,88.11,NAO,Sim,Não,Não,Não,281.29395218002816,False
350720,BORA,64,907,88432.72,0.746,0.4,80.6,80.37,100.0,100.0,163.6,11.55,100.0,96.58,100.0,SIM,Sim,Não,Não,Não,7056.229327453142,True
350730,BORACEIA,485,4715,105669.34,0.754,0.388,91.22,91.11,100.0,100.0,180.8,19.34,100.0,89.76,98.59,NAO,Sim,Não,Não,Não,10286.320254506894,True
350740,BORBOREMA,457,14226,31833.29,0.73,0.428,93.95,91.38,100.0,100.0,194.9,39.38,90.0,93.95,98.38,SIM,Sim,Não,Não,Não,3212.427948826093,True
350745,BOREBI,59,2713,27255.19,0.705,0.399,100.0,87.5,98.9,55.16,180.6,0.7,100.0,100.0,93.8,SIM,Sim,Não,Não,Não,2174.714338370807,True
350750,BOTUCATU,16323,145155,39937.48,0.8,0.556,97.55,92.5,100.0,92.08,182.2,33.01,100.0,100.0,92.97,SIM,Sim,Sim,Sim,Sim,11245.220626227136,True
350760,BRAGANCA PAULISTA,13003,176811,46153.09,0.776,0.527,86.04,79.57,94.16,70.81,175.3,19.25,100.0,99.54,96.55,SIM,Sim,Sim,Não,Sim,7354.180452573652,True
350770,BRAUNA,23,5356,20826.02,0.737,0.433,88.97,87.47,100.0,91.0,176.9,10.61,100.0,87.47,98.35,SIM,Sim,Não,Não,Não,429.4249439880508,True
350775,BREJO ALEGRE,84,2565,25996.26,0.71,0.398,85.89,71.46,92.92,83.17,165.4,15.09,100.0,99.84,97.81,NAO,Sim,Não,Não,Não,3274.853801169591,True
350780,BRODOWSKI,2592,25201,34947.5,0.755,0.445,100.0,100.0,100.0,93.62,253.5,8.31,100.0,98.1,98.53,NAO,Sim,Não,Não,Não,10285.306138645292,True
350790,BROTAS,2027,23898,45209.02,0.74,0.42,99.38,99.38,100.0,84.07,209.2,25.55,100.0,85.66,93.42,SIM,Sim,Não,Não,Não,8481.881328981506,True
350800,BURI,350,20250,34121.21,0.667,0.513,85.34,77.48,100.0,96.44,129.5,33.19,100.0,96.3,86.89,NAO,Sim,Não,Não,Sim,1728.395061728395,True
350810,BURITAMA,347,17210,36037.97,0.763,0.447,99.62,99.62,99.96,81.36,223.7,17.01,100.0,99.94,94.09,NAO,Sim,Não,Sim,Não,2016.2696106914584,True
350820,BURITIZAL,82,4356,53769.11,0.735,0.466,80.12,79.73,100.0,100.0,179.1,27.78,100.0,94.12,99.73,NAO,Sim,Não,Não,Não,1882.4609733700645,True
350830,CABRALIA PAULISTA,126,4299,24368.03,0.694,0.405,98.37,98.37,100.0,100.0,140.3,29.62,100.0,85.37,88.1,NAO,Sim,Não,Não,Não,2930.914166085136,True
350840,CABREUVA,1116,47011,116591.7,0.738,0.423,75.9,69.0,79.23,81.12,175.5,28.21,100.0,100.0,75.8,SIM,Sim,Sim,Não,Sim,2373.912488566505,True
350850,CACAPAVA,9738,96202,54458.95,0.788,0.511,90.93,81.78,100.0,82.31,173.9,30.81,99.2,98.0,79.98,SIM,Sim,Sim,Sim,Não,10122.450676701108,True
350860,CACHOEIRA PAULISTA,1757,31564,19914.05,0.764,0.528,81.19,77.4,100.0,83.96,164.8,29.92,100.0,100.0,97.57,NAO,Sim,Não,Não,Não,5566.46812824737,True
350870,CACONDE,1325,17101,30182.07,0.72,0.501,77.32,77.32,97.53,50.0,111.5,73.1,0.0,67.56,95.59,NAO,Sim,Sim,Não,Não,7748.084907315361,True
350880,CAFELANDIA,366,16654,38094.8,0.742,0.476,93.46,93.46,100.0,97.39,235.9,17.77,0.0,85.95,95.5,NAO,Sim,Não,Não,Não,2197.6702293743247,True
350890,CAIABU,98,3712,16640.38,0.729,0.382,85.32,76.29,100.0,92.14,160.7,15.48,100.0,81.41,65.0,NAO,Sim,Não,Não,Não,2640.086206896552,True
350900,CAIEIRAS,3484,95032,46700.03,0.781,0.48,94.24,85.88,80.59,63.74,134.0,28.18,29.06,100.0,98.42,SIM,Sim,Sim,Sim,Não,3666.1335129219633,True
350910,CAIUA,8,5466,15997.16,0.697,0.464,73.18,25.01,100.0,56.25,495.0,37.14,0.0,58.21,95.06,SIM,Sim,Não,Não,Não,146.35931211123307,False
350920,CAJAMAR,2095,92689,287384.67,0.728,0.49,89.45,80.57,95.4,60.91,161.3,34.28,0.72,100.0,82.37,NAO,Sim,Sim,Sim,Sim,2260.2466312075867,True
350925,CAJATI,1022,28515,61714.65,0.694,0.484,74.65,66.1,96.13,83.18,153.4,30.51,100.0,96.24,76.66,SIM,Sim,Sim,Sim,Sim,3584.0785551464137,True
350930,CAJOBI,90,9133,16049.99,0.734,0.407,94.7,94.7,98.52,86.59,198.1,7.3,0.0,93.46,99.38,NAO,Sim,Não,Não,Não,985.43742472353,True
350940,CAJURU,360,23830,28623.2,0.713,0.404,83.83,80.56,100.0,92.71,163.8,25.17,100.0,89.03,97.89,NAO,Sim,Não,Não,Não,1510.7007973143095,True
350945,CAMPINA DO MONTE ALEGRE,726,5954,24817.17,0.717,0.495,80.75,68.21,91.19,92.42,168.1,22.03,100.0,90.7,80.69,SIM,Não,Não,Não,Não,12193.483372522673,True
350950,CAMPINAS,121969,1139047,59634.21,0.805,0.578,99.69,95.89,96.42,89.21,185.2,20.19,90.04,100.0,89.23,SIM,Sim,Sim,Sim,Sim,10707.9865887887,True
350960,CAMPO LIMPO PAULISTA,1365,77632,29291.03,0.769,0.435,79.56,67.77,64.72,79.53,153.1,33.04,100.0,100.0,89.18,SIM,Sim,Não,Sim,Sim,1758.295548227535,True
350970,CAMPOS DO JORDAO,148,46974,27503.81,0.749,0.591,65.91,57.83,54.27,84.09,337.4,15.08,100.0,96.17,68.9,NAO,Sim,Sim,Sim,Sim,315.06790990760845,True
350980,CAMPOS NOVOS PAULISTA,136,4888,38724.17,0.706,0.438,98.94,98.94,97.59,19.97,217.8,20.0,55.61,81.83,91.2,NAO,Não,Não,Sim,Não,2782.3240589198035,True
350990,CANANEIA,1496,12289,21082.0,0.72,0.501,76.34,70.81,89.52,85.21,201.8,33.62,100.0,92.91,70.1,SIM,Sim,Não,Não,Não,12173.488485637565,True
350995,CANAS,407,4931,24688.77,0.704,0.434,94.3,84.79,90.94,76.36,156.4,27.11,100.0,93.25,73.47,NAO,Sim,Não,Não,Não,8253.90387345366,True
351000,CANDIDO MOTA,1720,29449,48339.61,0.747,0.424,100.0,100.0,98.88,97.95,191.5,12.31,100.0,99.37,98.08,SIM,Sim,Não,Não,Não,5840.605793065978,True
351010,CANDIDO RODRIGUES,110,2889,38184.58,0.789,0.481,87.5,85.77,100.0,100.0,184.8,14.54,100.0,90.0,98.33,SIM,Sim,Não,Não,Não,3807.5458636206304,True
351015,CANITAR,130,6283,30627.93,0.68,0.406,91.21,91.21,,96.03,137.4,60.0,50.02,,78.01,NAO,Sim,Não,Não,Não,2069.075282508356,True
351020,CAPAO BONITO,545,46337,26945.89,0.721,0.501,80.03,70.6,100.0,90.33,126.4,25.03,100.0,81.69,88.63,SIM,Sim,Sim,Sim,Sim,1176.1659149275956,True
351030,CAPELA DO ALTO,1657,22866,18457.62,0.699,0.402,77.69,61.93,84.23,74.99,151.4,27.11,100.0,99.18,76.48,SIM,Sim,Não,Não,Sim,7246.566955304818,True
351040,CAPIVARI,2918,50068,52495.21,0.75,0.476,100.0,100.0,94.47,90.0,169.2,75.39,35.7,96.17,85.88,NAO,Sim,Sim,Sim,Sim,5828.073819605336,True
351050,CARAGUATATUBA,12779,134873,36201.7,0.759,0.52,86.23,78.06,73.85,85.76,224.9,29.54,100.0,98.28,63.93,SIM,Sim,Sim,Sim,Não,9474.839293261068,True
351060,CARAPICUIBA,6006,386984,16909.54,0.749,0.497,100.0,89.9,84.58,58.94,134.3,35.22,56.64,100.0,94.27,NAO,Sim,Sim,Sim,Sim,1552.0021499596885,True
351070,CARDOSO,546,11345,25957.47,0.722,0.436,93.93,89.81,100.0,100.0,188.4,12.38,100.0,90.44,92.54,NAO,Sim,Sim,Sim,Sim,4812.692816218599,True
351080,CASA BRANCA,1763,28083,38464.9,0.73,0.512,99.71,99.66,99.66,86.94,143.2,25.87,96.46,87.07,90.17,SIM,Sim,Não,Não,Não,6277.819321297583,True
351090,CASSIA DOS COQUEIROS,172,2799,117809.94,0.734,0.435,57.02,55.66,100.0,88.37,188.8,29.49,100.0,99.18,99.65,NAO,Sim,Não,Não,Não,6145.051804215791,True
351100,CASTILHO,81,19977,64508.48,0.731,0.48,75.18,71.66,100.0,86.65,149.4,13.28,100.0,86.0,88.26,SIM,Sim,Sim,Sim,Não,405.46628622916353,True
351110,CATANDUVA,7354,115791,42386.42,0.785,0.465,96.73,96.73,98.26,100.0,242.8,17.69,96.27,99.28,97.09,SIM,Sim,Sim,Sim,Sim,6351.098099161421,True
