CodigoMunicipio,MunicipioResidencia,Total_casos_dengue,POP_TOT,PIB_PER_CAPITA,IDH-M,GINI,IN055_AE,IN056_AE,IN024_AE,IN015_AE,IN022_AE,IN049_AE,IN016_AE,IN015_RS,Índice de pavimentação das vias públicas,CS001,Msau28,Mgrd06,Mgrd08,Mgrd11,IndiceSurto,Surto
352250,ITAPEVI,1832,232297,52656.14,0.735,0.474,91.33,73.09,72.13,54.13,129.8,41.44,58.05,100.0,82.79,SIM,Sim,Sim,Sim,Sim,788.6455701106772,True
352260,ITAPIRA,10806,72022,62845.44,0.762,0.461,97.8,97.8,99.5,100.0,161.6,53.12,100.0,90.72,98.61,SIM,Sim,Não,Não,Sim,15003.748854516674,True
352265,ITAPIRAPUA PAULISTA,30,4306,12247.37,0.661,0.535,50.3,44.05,98.28,84.12,148.0,24.53,100.0,75.5,48.67,NAO,Sim,Não,Não,Não,696.7022758941013,True
352270,ITAPOLIS,201,39493,37459.11,0.744,0.454,99.81,99.81,99.92,89.04,215.7,21.73,100.0,96.22,99.25,NAO,Sim,Sim,Sim,Sim,508.95095333350207,True
352280,ITAPORANGA,747,14085,20103.59,0.719,0.536,75.44,63.2,96.89,93.82,139.3,24.43,100.0,93.72,85.56,SIM,Sim,Não,Sim,Não,5303.514376996805,True
352290,ITAPUI,660,13659,70205.57,0.725,0.423,99.97,99.97,100.0,100.0,174.9,24.38,49.95,95.51,93.55,SIM,Sim,Não,Não,Não,4831.978915001098,True
352300,ITAPURA,26,3979,20950.66,0.72,0.48,95.07,95.07,85.19,78.12,114.1,40.74,100.0,96.66,81.4,NAO,Sim,Não,Não,Não,653.4305101784369,True
352310,ITAQUAQUECETUBA,6515,369275,25112.29,0.714,0.456,95.75,73.1,73.22,53.05,124.9,30.56,20.41,100.0,76.74,NAO,Não,Sim,Sim,Sim,1764.2678220838127,True
352320,ITARARE,1663,44438,23286.15,0.703,0.489,92.19,85.58,93.25,92.94,134.4,29.36,100.0,94.51,69.05,SIM,Sim,Sim,Sim,Sim,3742.292632431703,True
352330,ITARIRI,120,15528,24725.72,0.677,0.526,38.93,31.61,46.66,72.65,198.9,29.44,100.0,71.7,63.37,NAO,Sim,Sim,Sim,Sim,772.7975270479135,True
352340,ITATIBA,6251,121590,66360.02,0.778,0.497,83.15,77.73,100.0,86.84,171.2,31.51,100.0,100.0,95.23,SIM,Sim,Sim,Não,Não,5141.04778353483,True
352350,ITATINGA,333,19070,18764.35,0.706,0.434,80.18,79.64,91.55,100.0,146.0,28.08,100.0,99.9,96.75,NAO,Sim,Sim,Não,Sim,1746.1982170949134,True
352360,ITIRAPINA,1254,16148,68413.96,0.724,0.487,90.24,99.55,83.67,100.0,182.3,30.4,100.0,100.0,88.09,SIM,Sim,Sim,Não,Não,7765.667574931879,True
352370,ITIRAPUA,188,5779,24568.81,0.707,0.442,83.53,78.79,100.0,91.88,146.4,26.59,100.0,98.63,99.86,SIM,Sim,Não,Não,Não,3253.157985810694,True
352380,ITOBI,257,8046,25230.99,0.717,0.409,78.56,77.08,100.0,91.65,167.2,27.2,100.0,88.06,83.08,NAO,Sim,Não,Não,Não,3194.133731046483,True
352390,ITU,13756,168240,59502.19,0.773,0.54,80.61,76.74,89.84,95.14,153.9,56.71,100.0,100.0,97.03,SIM,Não,Sim,Não,Não,8176.414645744175,True
352400,ITUPEVA,896,70616,130938.58,0.762,0.449,80.53,71.14,87.69,75.18,189.9,22.37,100.0,100.0,91.62,SIM,Sim,Não,Não,Não,1268.8342585249802,True
352410,ITUVERAVA,70,37571,45131.05,0.765,0.526,99.48,99.48,100.0,80.97,297.4,54.55,100.0,99.48,98.94,SIM,Não,Não,Sim,Sim,186.3139123259961,False
352420,JABORANDI,126,6221,22013.21,0.711,0.395,90.31,90.89,95.85,99.99,172.2,11.44,100.0,93.57,99.05,SIM,Sim,Não,Não,Sim,2025.3978460054648,True
352430,JABOTICABAL,1755,71821,46151.86,0.778,0.528,100.0,100.0,95.11,100.0,186.1,42.91,97.75,97.26,99.03,SIM,Sim,Sim,Sim,Sim,2443.574998955737,True
352440,JACAREI,33653,240275,67874.93,0.777,0.499,99.36,98.62,100.0,86.63,168.2,33.42,86.57,100.0,86.61,SIM,Sim,Sim,Não,Sim,14006.03475184684,True
352450,JACI,204,7613,92434.87,0.723,0.355,100.0,100.0,100.0,91.97,169.6,20.34,0.0,86.17,99.67,NAO,Sim,Não,Não,Não,2679.626953894654,True
352460,JACUPIRANGA,99,16097,29651.56,0.717,0.534,56.13,56.05,100.0,93.85,171.6,30.45,100.0,99.09,73.62,NAO,Sim,Sim,Sim,Sim,615.0214325650743,True
352470,JAGUARIUNA,9217,59347,233328.91,0.784,0.502,100.0,98.2,98.2,83.36,211.9,36.78,88.01,100.0,96.7,SIM,Sim,Sim,Sim,Sim,15530.692368611722,True
352480,JALES,962,48776,40212.72,0.776,0.464,96.64,95.47,100.0,100.0,196.5,17.06,100.0,94.08,98.19,SIM,Sim,Sim,Não,Não,1972.2814498933903,True
352490,JAMBEIRO,326,6397,51684.83,0.756,0.491,54.48,38.21,100.0,57.73,220.6,10.72,100.0,74.75,88.89,SIM,Sim,Não,Não,Não,5096.138815069564,True
352500,JANDIRA,1153,118045,38426.42,0.76,0.494,100.0,90.68,82.12,59.34,133.8,44.86,47.28,100.0,97.17,NAO,Sim,Sim,Sim,Sim,976.7461561269008,True
352510,JARDINOPOLIS,2752,45282,34708.42,0.735,0.508,100.0,100.0,100.0,79.78,130.3,26.66,0.0,96.06,97.95,NAO,Sim,Não,Não,Não,6077.470076410053,True
352520,JARINU,1875,37535,96153.71,0.733,0.466,58.69,29.96,38.18,53.52,181.6,26.05,100.0,100.0,23.1,NAO,Sim,Não,Sim,Não,4995.337684827495,True
352530,JAU,9550,133497,36376.16,0.778,0.464,96.9,96.9,100.0,93.97,183.9,33.53,100.0,99.14,98.56,NAO,Sim,Sim,Sim,Sim,7153.718810160528,True
352540,JERIQUARA,253,3863,53750.36,0.703,0.42,88.07,87.13,100.0,99.98,183.6,21.07,100.0,80.79,99.63,NAO,Sim,Não,Não,Não,6549.314004659591,True
352550,JOANOPOLIS,1771,12815,19442.33,0.699,0.443,67.26,63.27,66.45,71.97,191.7,19.61,97.85,100.0,96.1,SIM,Não,Não,Sim,Não,13819.742489270388,True
352560,JOAO RAMALHO,7,4371,32483.14,0.741,0.424,84.19,84.19,90.66,32.44,587.2,30.62,100.0,96.77,98.19,NAO,Sim,Não,Não,Não,160.14641958361932,False
352570,JOSE BONIFACIO,1192,36633,36644.42,0.777,0.456,95.0,91.0,99.1,84.03,342.2,28.9,100.0,95.54,98.71,NAO,Sim,Não,Não,Não,3253.896759752136,True
352580,JULIO MESQUITA,45,4254,12197.96,0.716,0.415,100.0,100.0,100.0,9.6,551.8,1.17,100.0,100.0,94.12,NAO,Sim,Não,Não,Não,1057.8279266572636,True
352585,JUMIRIM,24,3056,61724.71,0.741,0.397,99.87,99.87,96.97,72.22,160.0,16.67,100.0,57.92,87.6,NAO,Não,Não,Não,Não,785.3403141361256,True
352590,JUNDIAI,21652,443221,135081.2,0.822,0.544,99.63,98.79,99.5,98.4,204.4,31.87,100.0,99.98,94.18,SIM,Sim,Sim,Sim,Sim,4885.14759002845,True
352600,JUNQUEIROPOLIS,42,20448,38510.78,0.745,0.443,82.02,82.02,100.0,53.48,598.4,0.14,100.0,82.02,96.15,SIM,Sim,Não,Não,Não,205.39906103286387,False
352610,JUQUIA,109,17154,19673.56,0.7,0.495,56.31,50.38,90.67,81.3,163.6,30.51,100.0,90.43,72.81,NAO,Sim,Sim,Sim,Não,635.4203101317477,True
352620,JUQUITIBA,606,27404,18025.29,0.709,0.516,38.95,15.18,20.04,39.68,242.3,21.7,100.0,62.03,48.73,NAO,Sim,Sim,Sim,Sim,2211.35600642242,True
352630,LAGOINHA,361,5083,15150.97,0.693,0.486,45.56,44.74,100.0,100.0,161.4,29.15,100.0,64.67,87.76,NAO,Sim,Não,Não,Não,7102.105056069251,True
352640,LARANJAL PAULISTA,421,26261,48579.92,0.729,0.42,85.05,81.22,99.46,100.0,175.0,41.76,100.0,99.72,92.09,SIM,Sim,Sim,Sim,Não,1603.1377327596051,True
352650,LAVINIA,170,9689,14696.45,0.721,0.389,48.34,48.34,98.93,45.0,224.2,0.0,100.0,97.26,96.45,SIM,Sim,Não,Não,Não,1754.567034781711,True
352660,LAVRINHAS,267,7171,18111.28,0.729,0.581,88.38,76.32,83.32,72.56,153.5,22.82,100.0,97.62,90.4,NAO,Sim,Não,Não,Não,3723.330079486822,True
352670,LEME,4067,98161,38964.09,0.744,0.481,97.29,97.29,100.0,100.0,209.5,37.63,100.0,99.34,99.66,SIM,Sim,Sim,Sim,Não,4143.193325251373,True
352680,LENCOIS PAULISTA,2752,66505,70818.58,0.764,0.443,98.78,98.78,100.0,98.07,357.2,22.38,100.0,98.78,98.37,SIM,Sim,Não,Não,Não,4138.0347342305095,True
352690,LIMEIRA,9212,291869,51678.31,0.775,0.496,97.02,97.02,100.0,83.34,181.9,20.19,100.0,97.02,99.12,SIM,Sim,Não,Não,Não,3156.210491693191,True
352700,LINDOIA,144,7014,30018.14,0.742,0.406,99.71,99.71,81.45,79.53,201.2,13.21,0.0,99.71,91.72,NAO,Sim,Não,Não,Não,2053.0367835757056,True
352710,LINS,576,74779,85642.71,0.786,0.46,100.0,100.0,100.0,90.68,203.6,13.64,100.0,97.89,93.26,SIM,Sim,Sim,Sim,Sim,770.2697281322297,True
352720,LORENA,8039,84855,43299.19,0.766,0.531,95.32,94.46,100.0,92.4,162.0,32.54,100.0,97.29,92.77,NAO,Sim,Sim,Não,Sim,9473.808261151376,True
352725,LOURDES,103,1950,18818.34,0.742,0.38,87.23,86.72,100.0,99.96,164.0,14.62,100.0,98.77,98.82,SIM,Sim,Não,Não,Não,5282.051282051281,True
352730,LOUVEIRA,1597,51847,385773.53,0.777,0.519,99.97,93.77,91.64,77.86,160.9,31.47,100.0,100.0,89.75,SIM,Sim,Não,Não,Não,3080.216791714082,True
352740,LUCELIA,32,20061,26531.25,0.752,0.471,97.05,95.25,100.0,100.0,153.3,24.08,100.0,89.73,98.37,SIM,Sim,Sim,Sim,Sim,159.51348387418375,False
352750,LUCIANOPOLIS,99,2372,29214.5,0.733,0.515,73.52,67.58,100.0,91.58,179.3,8.04,100.0,99.54,96.66,SIM,Não,Sim,Não,Não,4173.693086003373,True
352760,LUIS ANTONIO,427,12265,99603.69,0.731,0.428,96.58,96.58,100.0,80.0,177.5,40.77,100.0,99.7,91.76,SIM,Sim,Não,Não,Não,3481.451284141867,True
352770,LUIZIANIA,52,4701,15851.42,0.702,0.361,91.04,90.24,94.05,100.0,156.4,15.97,100.0,91.87,98.6,NAO,Sim,Não,Não,Não,1106.1476281642204,True
352780,LUPERCIO,107,3981,21340.47,0.724,0.408,89.53,89.25,100.0,99.99,129.5,22.96,100.0,87.77,99.33,NAO,Sim,Não,Não,Não,2687.766892740517,True
352790,LUTECIA,79,2661,38571.53,0.72,0.432,80.31,78.24,100.0,100.0,159.6,27.99,100.0,86.43,96.62,SIM,Sim,Não,Não,Não,2968.8087185268696,True
352800,MACATUBA,1327,16829,37292.64,0.77,0.551,95.07,95.07,100.0,83.92,173.5,60.74,100.0,95.07,96.39,SIM,Sim,Não,Não,Não,7885.198169825895,True
352810,MACAUBAL,115,7481,24094.91,0.743,0.431,99.72,99.72,99.67,80.01,332.6,14.47,0.0,88.14,98.29,NAO,Não,Não,Não,Não,1537.2276433631866,True
352820,MACEDONIA,62,3963,24669.23,0.74,0.426,66.21,65.43,100.0,99.98,175.8,14.26,100.0,83.32,98.87,NAO,Sim,Não,Não,Não,1564.471360080747,True
352830,MAGDA,14,3165,33742.07,0.753,0.443,82.94,81.71,100.0,99.99,178.0,13.51,100.0,82.81,98.55,NAO,Sim,Sim,Sim,Não,442.3380726698263,True
352840,MAIRINQUE,1886,50027,56474.15,0.743,0.48,80.17,61.73,93.38,61.59,145.4,29.36,34.72,94.25,79.33,NAO,Sim,Sim,Não,Não,3769.9642193215664,True
352850,MAIRIPORA,10274,93853,22076.24,0.788,0.581,51.26,33.45,28.0,33.06,148.9,35.29,74.61,87.39,58.74,SIM,Sim,Sim,Sim,Não,10946.906332242976,True
352860,MANDURI,1197,9871,29272.78,0.739,0.481,94.13,93.54,96.8,70.28,531.9,15.32,100.0,90.77,81.25,SIM,Não,Não,Não,Não,12126.43095937595,True
352870,MARABA PAULISTA,47,4573,25999.5,0.677,0.396,58.45,57.77,79.87,100.0,149.9,13.47,100.0,44.11,93.01,SIM,Sim,Não,Não,Não,1027.7717034769298,True
352880,MARACAI,785,12673,36775.73,0.771,0.426,89.38,87.83,100.0,100.0,162.4,22.09,100.0,90.84,95.76,SIM,Sim,Sim,Sim,Sim,6194.271285409926,True
352885,MARAPOAMA,73,3292,38648.5,0.752,0.423,100.0,100.0,100.0,90.03,190.5,11.14,100.0,90.07,98.94,NAO,Sim,Não,Não,Não,2217.4969623329284,True
352890,MARIAPOLIS,17,3513,18663.17,0.718,0.385,86.17,81.55,100.0,100.0,166.4,17.93,100.0,92.51,90.18,NAO,Sim,Não,Não,Não,483.9168801594079,True
352900,MARILIA,10502,237627,40272.45,0.798,0.512,100.0,100.0,100.0,83.46,196.4,42.24,67.51,95.91,97.72,NAO,Sim,Não,Não,Não,4419.531450550653,True
352910,MARINOPOLIS,98,1860,19070.41,0.731,0.429,85.11,83.49,100.0,98.33,181.5,7.93,100.0,80.32,99.82,NAO,Sim,Não,Não,Não,5268.817204301075,True
352920,MARTINOPOLIS,183,24881,28179.26,0.721,0.455,100.0,100.0,99.39,67.78,183.2,18.31,100.0,100.0,95.16,SIM,Sim,Não,Não,Não,735.5009846871106,True
352930,MATAO,3008,79033,63716.37,0.773,0.531,97.62,97.62,100.0,100.0,218.6,34.23,100.0,95.82,99.14,SIM,Sim,Sim,Não,Sim,3806.0050864828618,True
352940,MAUA,11531,418261,43128.78,0.766,0.458,89.71,100.0,92.91,93.44,132.8,46.72,96.18,91.64,94.1,SIM,Sim,Sim,Sim,Sim,2756.891032154564,True
352950,MENDONCA,650,6159,66474.78,0.744,0.369,90.94,90.94,98.7,94.97,486.8,80.08,100.0,100.0,99.53,NAO,Sim,Não,Não,Não,10553.661308654002,True
352960,MERIDIANO,396,4572,103289.4,0.731,0.405,75.39,74.76,100.0,100.0,185.3,16.29,100.0,99.41,98.94,NAO,Sim,Não,Não,Não,8661.417322834646,True
352965,MESOPOLIS,181,1952,42887.61,0.724,0.376,84.94,78.28,100.0,98.23,175.2,14.03,100.0,98.87,99.21,SIM,Sim,Não,Não,Não,9272.540983606556,True
352970,MIGUELOPOLIS,28,19441,45201.82,0.741,0.458,85.27,84.94,91.97,100.0,173.2,25.28,100.0,92.64,96.82,NAO,Sim,Não,Não,Não,144.02551309089037,False
352980,MINEIROS DO TIETE,2601,11230,17373.68,0.73,0.403,95.56,95.56,100.0,80.0,170.2,34.63,100.0,,95.71,NAO,Sim,Não,Sim,Não,23161.17542297417,True
352990,MIRACATU,151,18553,23420.28,0.697,0.509,45.29,42.93,100.0,88.49,180.8,33.85,100.0,56.07,56.01,NAO,Sim,Sim,Sim,Não,813.8845469735353,True
353000,MIRA ESTRELA,233,3126,22515.72,0.743,0.429,51.5,50.9,95.15,100.0,249.7,12.3,100.0,98.21,97.91,SIM,Sim,Não,Não,Não,7453.61484325016,True
353010,MIRANDOPOLIS,394,27983,24753.46,0.751,0.467,100.0,93.64,96.1,71.34,203.5,16.61,86.09,99.83,82.5,SIM,Sim,Não,Não,Não,1407.997712897116,True
353020,MIRANTE DO PARANAPANEMA,21,15917,32957.78,0.724,0.505,64.33,54.17,87.66,95.7,155.7,20.63,100.0,57.27,88.28,SIM,Sim,Não,Não,Não,131.93440975058115,False
353030,MIRASSOL,1090,63337,43778.54,0.762,0.466,97.81,97.26,100.0,100.0,156.2,38.39,100.0,99.94,97.88,NAO,Não,Não,Não,Não,1720.952997458042,True
353040,MIRASSOLANDIA,167,4669,42951.06,0.738,0.401,80.1,80.1,68.1,93.96,450.6,14.93,100.0,80.19,92.23,NAO,Sim,Não,Não,Não,3576.7830370529023,True
353050,MOCOCA,3511,67681,44065.5,0.762,0.539,88.52,85.91,100.0,90.99,173.6,29.82,100.0,88.8,97.59,NAO,Sim,Sim,Sim,Não,5187.571105627872,True
353060,MOGI DAS CRUZES,19411,451505,43031.34,0.783,0.549,96.2,87.31,93.62,75.2,141.2,48.02,72.79,97.66,87.92,SIM,Sim,Sim,Não,Sim,4299.177196265822,True
353070,MOGI GUACU,6775,153658,44538.21,0.774,0.446,95.45,95.45,97.0,77.34,187.1,48.38,71.12,95.94,99.08,SIM,Sim,Sim,Sim,Sim,4409.142381132125,True
353080,MOGI MIRIM,5032,92558,67095.62,0.784,0.501,91.99,87.64,94.47,98.43,184.4,50.82,100.0,97.04,95.37,SIM,Sim,Sim,Não,Sim,5436.59111043886,True
353090,MOMBUCA,129,3722,35344.16,0.719,0.651,82.29,78.21,100.0,84.86,181.3,13.23,100.0,95.11,96.62,NAO,Sim,Não,Não,Não,3465.8785599140247,True
353100,MONCOES,32,1937,25620.96,0.772,0.432,88.9,87.51,100.0,99.86,192.3,17.71,100.0,92.93,99.23,NAO,Sim,Não,Não,Não,1652.0392359318537,True
353110,MONGAGUA,1598,61951,21421.71,0.754,0.523,95.08,85.35,78.29,91.2,219.3,28.58,100.0,94.12,79.43,SIM,Sim,Sim,Sim,Sim,2579.4579587093026,True
353120,MONTE ALEGRE DO SUL,164,8627,30829.71,0.759,0.477,90.24,45.42,83.29,22.27,534.9,24.1,0.0,91.52,92.98,NAO,Sim,Não,Não,Não,1901.008461805958,True
353130,MONTE ALTO,1785,47574,47713.32,0.768,0.42,100.0,99.65,100.0,100.0,182.5,14.51,100.0,95.31,95.16,SIM,Sim,Não,Não,Não,3752.049438769076,True
353140,MONTE APRAZIVEL,201,22280,29885.78,0.785,0.507,90.07,88.35,99.98,95.49,174.7,16.19,100.0,87.76,99.41,SIM,Sim,Sim,Sim,Sim,902.1543985637344,True
353150,MONTE AZUL PAULISTA,790,18151,33768.09,0.753,0.465,99.9,99.63,96.52,85.0,215.8,34.48,35.0,93.57,98.41,NAO,Sim,Não,Não,Não,4352.377279488734,True
353160,MONTE CASTELO,21,4222,30746.0,0.741,0.393,,,,,,,,,88.63,NAO,Sim,Sim,Não,Não,497.39459971577446,True
353170,MONTEIRO LOBATO,159,4138,17520.67,0.71,0.495,35.55,32.48,91.3,89.02,188.3,34.65,100.0,99.73,84.48,NAO,Sim,Sim,Sim,Sim,3842.435959400677,True
353180,MONTE MOR,3055,64662,69972.02,0.733,0.456,98.18,83.7,100.0,80.16,164.1,25.02,100.0,100.0,75.12,NAO,Sim,Sim,Sim,Não,4724.567752312023,True
353190,MORRO AGUDO,1823,27933,36487.83,0.712,0.462,95.97,91.98,100.0,41.5,540.2,17.0,100.0,91.98,99.45,SIM,Não,Sim,Sim,Não,6526.330863136792,True
353200,MORUNGABA,636,13720,45445.18,0.715,0.45,81.26,79.14,100.0,100.0,153.8,22.93,100.0,90.82,90.98,SIM,Sim,Sim,Sim,Sim,4635.568513119533,True
353205,MOTUCA,19,4034,24983.62,0.741,0.484,99.16,99.16,100.0,40.8,275.6,18.91,100.0,100.0,100.0,SIM,Sim,Não,Não,Não,470.9965294992563,True
353210,MURUTINGA DO SUL,23,3737,19453.5,0.726,0.436,64.22,56.25,93.49,65.0,318.8,1.64,100.0,98.34,96.64,SIM,Sim,Não,Não,Não,615.4669521006155,True
353215,NANTES,95,2660,44261.55,0.714,0.353,88.68,88.68,,80.0,196.3,38.0,100.0,88.68,98.8,NAO,Sim,Não,Não,Não,3571.428571428571,True
353220,NARANDIBA,23,5713,129106.16,0.718,0.373,87.2,85.45,100.0,99.98,153.8,2.98,100.0,72.29,88.89,SIM,Sim,Sim,Sim,Sim,402.5905828811483,True
353230,NATIVIDADE DA SERRA,221,6999,14098.9,0.655,0.522,40.76,41.01,100.0,71.43,134.4,89.63,100.0,99.49,83.07,NAO,Sim,Não,Não,Não,3157.593941991713,True
353240,NAZARE PAULISTA,719,18217,24667.18,0.678,0.475,39.16,15.97,14.69,22.65,227.9,28.2,99.67,89.4,85.2,NAO,Sim,Não,Não,Não,3946.862820442444,True
353250,NEVES PAULISTA,428,9699,30979.89,0.754,0.406,90.43,90.43,93.2,73.78,180.0,42.81,100.0,82.97,98.66,NAO,Sim,Não,Não,Não,4412.826064542736,True
353260,NHANDEARA,71,9852,31773.36,0.751,0.5,79.91,79.49,100.0,96.83,187.1,14.62,100.0,91.28,98.95,NAO,Sim,Não,Não,Não,720.6658546488022,True
353270,NIPOA,37,4750,17820.45,0.713,0.371,90.82,87.43,92.01,97.9,160.4,13.37,100.0,88.95,97.73,NAO,Sim,Não,Não,Não,778.9473684210527,True
353280,NOVA ALIANCA,440,6693,45514.97,0.738,0.392,83.09,83.09,100.0,66.97,156.6,57.55,99.4,83.09,99.15,SIM,Sim,Não,Não,Não,6574.032571343194,True
353282,NOVA CAMPINA,130,8497,22192.26,0.651,0.468,80.12,53.77,82.41,86.23,96.1,18.36,100.0,94.15,71.22,NAO,Sim,Não,Não,Não,1529.9517476756505,True
353284,NOVA CANAA PAULISTA,26,2032,25386.3,0.715,0.343,62.45,59.5,100.0,100.0,171.2,16.12,100.0,41.58,97.45,SIM,Sim,Não,Não,Não,1279.527559055118,True
353286,NOVA CASTILHO,10,1062,47027.11,0.756,0.373,99.72,99.72,,94.48,37.5,9.95,100.0,,99.23,NAO,Sim,Não,Não,Não,941.6195856873824,True
353290,NOVA EUROPA,63,9311,32768.54,0.765,0.393,95.99,100.0,100.0,73.68,219.8,0.36,100.0,100.0,98.88,NAO,Sim,Não,Não,Não,676.6190527333262,True
353300,NOVA GRANADA,98,19419,23447.89,0.739,0.449,94.31,93.43,100.0,99.09,181.9,8.78,100.0,92.38,88.52,NAO,Sim,Não,Não,Não,504.6603841598434,True
353310,NOVA GUATAPORANGA,26,2156,15762.88,0.726,0.414,91.47,88.73,100.0,99.98,162.9,20.32,100.0,99.77,99.7,SIM,Sim,Sim,Não,Sim,1205.9369202226346,True
353320,NOVA INDEPENDENCIA,61,4609,51548.89,0.735,0.361,100.0,100.0,100.0,95.06,156.1,46.79,100.0,73.44,95.45,NAO,Sim,Não,Sim,Não,1323.497504881753,True
353325,NOVAIS,223,4412,12986.7,0.719,0.452,91.0,91.0,100.0,88.89,517.5,0.0,100.0,91.0,99.92,NAO,Sim,Não,Não,Não,5054.397098821396,True
353330,NOVA LUZITANIA,95,2837,14278.82,0.743,0.365,87.06,86.36,82.29,96.96,159.9,11.02,100.0,89.71,99.1,SIM,Sim,Não,Não,Não,3348.607684173423,True
353340,NOVA ODESSA,4184,62019,65145.09,0.791,0.424,97.87,95.87,96.0,100.0,174.2,33.41,100.0,99.86,96.31,SIM,Sim,Sim,Sim,Sim,6746.319676228253,True
353350,NOVO HORIZONTE,2523,38324,37973.31,0.753,0.453,88.23,87.99,100.0,92.68,199.7,10.29,100.0,96.18,99.31,SIM,Não,Sim,Não,Sim,6583.342031103224,True
353360,NUPORANGA,415,7391,115407.02,0.746,0.449,99.72,99.72,100.0,85.57,157.9,11.47,100.0,90.47,99.85,NAO,Não,Não,Não,Não,5614.937085644703,True
353370,OCAUCU,121,4331,32921.81,0.717,0.396,79.82,79.82,99.91,64.14,546.1,24.45,100.0,79.82,94.89,SIM,Sim,Não,Não,Não,2793.812052643731,True
353380,OLEO,297,2512,52419.92,0.73,0.425,73.33,63.18,100.0,97.18,187.0,23.06,100.0,65.84,92.77,NAO,Não,Não,Não,Não,11823.248407643312,True
353390,OLIMPIA,3650,55074,45985.63,0.773,0.443,96.09,96.09,100.0,93.08,253.0,25.86,100.0,96.09,98.09,NAO,Sim,Não,Não,Não,6627.446708065512,True
353400,ONDA VERDE,319,4771,46086.02,0.738,0.351,81.07,80.34,100.0,90.42,169.5,12.59,100.0,78.33,96.93,SIM,Sim,Não,Não,Não,6686.229302033117,True
353410,ORIENTE,161,6085,19753.85,0.77,0.452,94.45,94.17,100.0,100.0,154.3,16.95,100.0,93.23,97.05,NAO,Sim,Não,Não,Não,2645.8504519309777,True
353420,ORINDIUVA,137,6024,87570.54,0.767,0.382,92.38,92.15,97.36,88.44,160.1,19.92,100.0,91.45,100.0,NAO,Sim,Não,Não,Não,2274.2363877822045,True
353430,ORLANDIA,381,38319,57728.08,0.78,0.503,96.4,96.4,99.07,84.6,199.2,64.6,100.0,96.4,99.66,SIM,Sim,Não,Não,Não,994.2848195412198,True
